Bext,Bscat,Babs
0.006307113,0.003162768,0.003144345
0.006297772,0.003158939,0.003138833
0.006288454,0.003155122,0.003133332
0.00627916,0.003151316,0.003127844
0.006269889,0.003147521,0.003122368
0.006260642,0.003143738,0.003116904
0.006251416,0.003139965,0.003111451
0.006242214,0.003136203,0.00310601
0.006233033,0.003132453,0.00310058
0.006223874,0.003128712,0.003095162
0.006214737,0.003124983,0.003089754
0.006205621,0.003121263,0.003084357
0.006196526,0.003117555,0.003078971
0.006187451,0.003113856,0.003073596
0.006178398,0.003110167,0.003068231
0.006169364,0.003106488,0.003062876
0.00616035,0.003102819,0.003057531
0.006151356,0.00309916,0.003052197
0.006142382,0.00309551,0.003046872
0.006133426,0.003091869,0.003041557
0.00612449,0.003088238,0.003036253
0.006115573,0.003084615,0.003030957
0.006106674,0.003081002,0.003025672
0.006097793,0.003077398,0.003020396
0.006088931,0.003073802,0.003015129
0.006080087,0.003070215,0.003009872
0.00607126,0.003066636,0.003004624
0.006062451,0.003063066,0.002999385
0.006053659,0.003059504,0.002994156
0.006044885,0.003055949,0.002988935
0.006036128,0.003052403,0.002983724
0.006027387,0.003048865,0.002978522
0.006018663,0.003045334,0.002973329
0.006009956,0.003041811,0.002968145
0.006001265,0.003038295,0.00296297
0.005992591,0.003034786,0.002957805
0.005983933,0.003031285,0.002952648
0.00597529,0.003027791,0.0029475
0.005966664,0.003024303,0.002942361
0.005958053,0.003020823,0.002937231
0.005949458,0.003017349,0.00293211
0.005940879,0.003013881,0.002926998
0.005932315,0.00301042,0.002921895
0.005923767,0.003006965,0.002916801
0.005915233,0.003003517,0.002911716
0.005906715,0.003000074,0.002906641
0.005898212,0.002996638,0.002901574
0.005889724,0.002993207,0.002896517
0.005881251,0.002989782,0.002891469
0.005872793,0.002986363,0.00288643
0.005864349,0.002982949,0.0028814
0.005855921,0.002979541,0.00287638
0.005847507,0.002976138,0.002871369
0.005839107,0.00297274,0.002866367
0.005830723,0.002969348,0.002861375
0.005822353,0.00296596,0.002856393
0.005813997,0.002962577,0.00285142
0.005805657,0.0029592,0.002846457
0.00579733,0.002955826,0.002841504
0.005789018,0.002952458,0.00283656
0.005780721,0.002949094,0.002831626
0.005772438,0.002945735,0.002826703
0.005764169,0.00294238,0.002821789
0.005755915,0.00293903,0.002816886
0.005747676,0.002935683,0.002811992
0.005739451,0.002932341,0.002807109
0.00573124,0.002929003,0.002802237
0.005723044,0.00292567,0.002797375
0.005714863,0.00292234,0.002792523
0.005706696,0.002919014,0.002787682
0.005698543,0.002915692,0.002782852
0.005690405,0.002912373,0.002778032
0.005682282,0.002909059,0.002773223
0.005674174,0.002905748,0.002768426
0.00566608,0.002902441,0.002763639
0.005658001,0.002899137,0.002758864
0.005649936,0.002895837,0.002754099
0.005641887,0.00289254,0.002749347
0.005633852,0.002889247,0.002744605
0.005625833,0.002885957,0.002739875
0.005617828,0.002882671,0.002735157
0.005609838,0.002879388,0.00273045
0.005601864,0.002876108,0.002725756
0.005593904,0.002872831,0.002721073
0.00558596,0.002869558,0.002716402
0.005578031,0.002866288,0.002711743
0.005570117,0.002863021,0.002707096
0.005562219,0.002859757,0.002702462
0.005554337,0.002856497,0.00269784
0.005546469,0.002853239,0.00269323
0.005538618,0.002849985,0.002688633
0.005530782,0.002846734,0.002684048
0.005522962,0.002843485,0.002679477
0.005515158,0.00284024,0.002674917
0.005507369,0.002836998,0.002670371
0.005499597,0.002833759,0.002665838
0.005491841,0.002830523,0.002661318
0.0054841,0.00282729,0.00265681
0.005476376,0.00282406,0.002652316
0.005468669,0.002820833,0.002647835
0.005460977,0.00281761,0.002643368
0.005453303,0.002814389,0.002638914
0.005445644,0.002811171,0.002634473
0.005438002,0.002807957,0.002630046
0.005430377,0.002804745,0.002625632
0.005422769,0.002801537,0.002621232
0.005415178,0.002798332,0.002616846
0.005407603,0.00279513,0.002612474
0.005400046,0.002791931,0.002608115
0.005392505,0.002788735,0.00260377
0.005384982,0.002785542,0.002599439
0.005377476,0.002782353,0.002595123
0.005369987,0.002779167,0.00259082
0.005362515,0.002775984,0.002586531
0.005355061,0.002772805,0.002582257
0.005347625,0.002769628,0.002577996
0.005340206,0.002766456,0.00257375
0.005332804,0.002763286,0.002569518
0.005325421,0.00276012,0.002565301
0.005318055,0.002756958,0.002561097
0.005310707,0.002753799,0.002556908
0.005303377,0.002750643,0.002552734
0.005296065,0.002747491,0.002548574
0.005288771,0.002744343,0.002544428
0.005281495,0.002741198,0.002540296
0.005274237,0.002738057,0.00253618
0.005266997,0.00273492,0.002532077
0.005259776,0.002731786,0.002527989
0.005252573,0.002728657,0.002523916
0.005245388,0.002725531,0.002519857
0.005238221,0.002722409,0.002515813
0.005231074,0.002719291,0.002511783
0.005223944,0.002716177,0.002507767
0.005216833,0.002713067,0.002503766
0.005209741,0.002709961,0.00249978
0.005202667,0.002706859,0.002495808
0.005195612,0.002703762,0.00249185
0.005188576,0.002700668,0.002487907
0.005181558,0.002697579,0.002483979
0.005174559,0.002694495,0.002480065
0.005167579,0.002691414,0.002476165
0.005160618,0.002688338,0.002472279
