7/1/2027,7/2/2027,7/3/2027,7/4/2027,7/5/2027,7/6/2027
 1.321014e+01,1.26E+01,1.82E+01,4.06E+00,2.68E+01,-5.31E+00
 4.811401e+00,1.48E+01,1.53E+01,4.95E+00,2.18E+01,-5.27E+00
 1.055673e+01,1.81E+01,1.78E+01,9.64E+00,2.32E+01,-1.02E+01
 5.367676e+00,7.97E+00,2.49E+01,1.92E+01,3.06E+01,-2.19E+00
 1.160797e+00,1.38E+01,2.02E+01,7.64E+00,1.13E+01,-1.94E+01
 5.046722e+00,5.56E+00,1.30E+01,6.07E-01,2.45E+01,-2.31E+00
 1.073303e+01,1.59E+01,2.25E+01,6.01E+00,2.11E+01,-4.73E+00
 8.331909e-01,1.80E+01,1.17E+01,9.07E+00,1.64E+01,5.13E+00
 1.371783e+01,1.20E+01,1.27E+01,7.82E+00,1.79E+01,-5.60E+00
 8.324066e+00,4.30E+00,1.16E+01,1.21E+01,1.99E+01,-1.02E+01
 6.605499e+00,8.29E+00,1.59E+01,1.23E+01,1.98E+01,-5.02E+00
 8.284973e+00,1.28E+01,1.52E+01,1.13E+01,2.67E+01,-5.91E+00
 7.446075e+00,1.42E+01,1.51E+01,7.17E+00,3.18E+01,-1.53E+00
 1.446658e+01,1.10E+01,9.28E+00,2.61E+00,3.08E+01,-5.27E+00
 2.063843e+00,1.91E+01,1.75E+01,1.37E+01,1.34E+01,-9.19E+00
 6.572937e+00,1.44E+01,1.11E+01,4.03E+00,2.94E+01,-8.69E+00
 4.527252e+00,6.51E+00,1.52E+01,8.40E+00,2.07E+01,-6.85E+00
 3.338501e+00,1.01E+01,1.31E+01,7.98E+00,2.20E+01,-1.18E+01
 9.504364e+00,5.20E+00,1.88E+01,4.24E+00,2.96E+01,-1.94E+01
 1.723254e+01,1.46E+01,1.38E+01,8.45E+00,3.01E+01,-6.21E+00
 1.171051e+00,1.70E+01,1.35E+01,6.14E+00,2.23E+01,-1.52E+01
 6.517700e+00,1.41E+01,1.72E+01,9.67E+00,2.21E+01,-1.08E+01
 1.648865e+00,8.39E+00,1.32E+01,1.53E+01,2.44E+01,-1.37E+01
 9.244690e+00,1.14E+01,1.76E+01,1.30E+01,3.30E+01,-1.58E+01
 8.878052e+00,1.28E+01,1.74E+01,1.08E+01,2.41E+01,-5.79E+00
 9.863190e+00,8.56E+00,1.25E+01,1.47E+01,2.17E+01,-1.30E+01
 5.435822e+00,1.80E+01,2.27E+01,1.84E+01,2.73E+01,-9.19E+00
 1.270599e+00,1.51E+01,1.90E+01,9.46E+00,3.19E+01,-9.65E+00
 6.295776e+00,1.21E+01,1.84E+01,1.23E+01,2.17E+01,-1.54E+01
 2.226257e+00,1.16E+01,1.53E+01,1.39E+01,1.67E+01,-2.06E+01
 7.324890e+00,1.25E+01,1.62E+01,8.65E+00,2.19E+01,-1.67E+01
 9.164856e+00,1.90E+01,1.78E+01,8.20E+00,3.07E+01,-1.16E+01
 5.254700e+00,1.88E+01,1.56E+01,4.76E+00,2.70E+01,-7.43E+00
 7.673004e+00,1.34E+01,2.03E+01,1.41E+01,2.67E+01,-1.55E+01
-1.33E+00,1.22E+01,1.90E+01,1.39E+01,3.38E+01,-2.00E+01
 6.606812e+00,4.98E+00,1.75E+01,3.05E+00,2.68E+01,-1.62E+01
 1.329782e+01,1.05E+01,1.82E+01,1.58E+01,2.60E+01,-1.37E+01
 3.397217e-01,1.06E+01,2.53E+01,1.24E+01,2.47E+01,-8.81E+00
 8.804077e+00,1.23E+01,2.00E+01,9.33E+00,2.95E+01,-1.61E+01
 8.261780e+00,7.60E+00,1.96E+01,1.25E+01,2.10E+01,-1.39E+01
 1.320190e+00,1.58E+01,1.60E+01,1.03E+01,3.29E+01,-8.48E+00
 5.196503e+00,1.49E+01,1.92E+01,6.72E+00,2.60E+01,-1.17E+01
 8.975555e+00,1.50E+01,1.41E+01,1.11E+01,2.81E+01,-1.62E+01
 2.822693e+00,9.32E+00,1.21E+01,1.01E+01,1.86E+01,-1.89E+01
 1.028622e+01,9.64E+00,1.42E+01,1.05E+01,2.47E+01,-1.46E+01
 8.480560e+00,1.82E+01,2.40E+01,1.54E+01,2.16E+01,-1.84E+01
 3.612427e+00,1.73E+01,1.55E+01,1.76E+01,2.66E+01,-4.47E+01
 3.507721e+00,1.37E+01,2.56E+01,8.29E+00,1.80E+01,-5.44E+01
-2.96E+00,1.12E+01,1.83E+01,1.09E+01,2.15E+01,-5.81E+01
 1.149387e+01,1.05E+01,2.02E+01,1.64E+01,2.55E+01,-4.05E+01
 3.961426e+00,1.40E+01,2.14E+01,1.54E+01,2.65E+01,-4.86E+01
 3.405487e+00,1.44E+01,1.54E+01,1.65E+01,2.47E+01,-5.11E+01
 1.402771e+00,4.01E+00,2.44E+01,1.58E+01,3.47E+01,-5.14E+01
 1.004962e+01,1.44E+01,2.07E+01,1.16E+01,2.69E+01,-5.75E+01
 2.832794e+00,1.02E+01,1.93E+01,1.30E+01,2.66E+01,-4.75E+01
 7.352692e+00,1.50E+01,1.52E+01,1.59E+01,2.61E+01,-5.47E+01
